sheet_name,rows,token,ticker,first_date,last_date,valid_schema,missing_required_columns,valid_date_count,date_parse_rate
pigu,86,pigu,,,,True,,0,0.0
pikaboss,86,Pikaboss,pika,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pikatopiko,86,pikatopiko,,,,True,,0,0.0
pillzumi,51,Pillzumi,pillzumi,2024-12-16T00:00:00,2025-02-04T00:00:00,True,,51,1.0
pineapplecat2,55,pineapplecat2,,,,True,,0,0.0
pingdog,86,Ping Dog,ping,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pino,86,PINO,pino,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pip3,86,pip3,,,,True,,0,0.0
pippin,79,pippin,pippin,2024-11-18T00:00:00,2025-02-04T00:00:00,True,,79,1.0
pisces,82,Pisces,pisces,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
pizabrc,71,pizabrc,,,,True,,0,0.0
planktoninpain,50,Plankton in Pain,aaahhm,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
pledge2,56,Pledge,pledge,2024-12-11T00:00:00,2025-02-04T00:00:00,True,,56,1.0
pnutsforsquirrel,76,Pnuts for squirrel,pnuts,2024-11-21T00:00:00,2024-12-31T00:00:00,True,,76,1.0
pnutssister,83,Pnut's Sister,chloe,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
pochita,86,Pochita,pochita,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
podflowaibyvirtuals,40,podflowaibyvirtuals,,,,True,,0,0.0
points2,56,points2,,,,True,,0,0.0
polydoge,86,PolyDoge,polydoge,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
poncho,86,poncho,,,,True,,0,0.0
pongo2,22,pongo2,,,,True,,0,0.0
ponk2,84,PONK,ponk,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
poochi,86,Poo Chi,$sir,2024-11-11T00:00:00,2025-01-30T00:00:00,True,,86,1.0
popdog,86,POPDOG,popdog,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
popo2,86,Popo,popo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
popothefrog,86,Popo The Frog,frop,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
poppy,31,Poppy,poppy,2025-01-05T00:00:00,2025-02-04T00:00:00,True,,31,1.0
poppy2,24,Poppy,poppy,2025-01-12T00:00:00,2025-02-04T00:00:00,True,,24,1.0
poupe,86,POUPE,poupe,2024-11-11T00:00:00,2025-01-24T00:00:00,True,,86,1.0
poveldurev,86,poveldurev,,,,True,,0,0.0
powsche,67,POWSCHE,powsche,2024-11-30T00:00:00,2025-02-04T00:00:00,True,,67,1.0
pozocoin,55,pozocoin,,,,True,,0,0.0
praist,69,Praist,praist,2024-11-28T00:00:00,2025-02-04T00:00:00,True,,69,1.0
presidentexe,86,President.exe,aimaga,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
principalsnetwork,49,Principals Network,pnet,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
project89,86,Project89,project89,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
projectaeon,78,Project Aeon,aeon,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
prophetofethereum,86,Prophet of Ethereum,prophet,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pucca,29,PUCCA,$pucca,2025-01-07T00:00:00,2025-02-04T00:00:00,True,,29,1.0
puffy,86,Puffy,puffy,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pump2,78,PUMP,pump,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
pumpcorn,54,pumpcorn,,,,True,,0,0.0
pumpkin4,1,Pumpkin,pkin,2025-02-04T00:00:00,2025-02-04T00:00:00,True,,1,1.0
pundu,86,Pundu,pundu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pupsordinals,86,PUPS (Ordinals) [OLD],pups,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
purplepepe,60,PURPLE PEPE,purpe,2024-12-07T00:00:00,2025-02-04T00:00:00,True,,60,1.0
puss,86,puss,,,,True,,0,0.0
pythia,28,PYTHIA,pythia,2025-01-08T00:00:00,2025-02-04T00:00:00,True,,28,1.0
qstar,86,QSTAR,q*,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
quantifyai,53,QuantifyAI,qgg,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
quasar3,70,Quasar,quasar,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
queenpooie,21,queenpooie,,,,True,,0,0.0
raincoin,14,Rain Coin,rain,2025-01-22T00:00:00,2025-02-04T00:00:00,True,,14,1.0
ratescape,69,RAT Escape,rat,2024-11-28T00:00:00,2025-02-04T00:00:00,True,,69,1.0
ratomilton,2,ratomilton,milton,2025-02-03T00:00:00,2025-02-04T00:00:00,True,,2,1.0
rawr,86,Rawr,xd,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
real2,86,real.,real,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
realgoat,86,realgoat,,,,True,,0,0.0
realisworlds,54,Realis Worlds,realis,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
realniggertate,10,RNT,rnt,2024-11-11T00:00:00,2024-11-20T00:00:00,True,,10,1.0
realsmurfcat,86,Real Smurf Cat,smurfcat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
realworldai,46,Real World AI,rwa,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
redactedgdupi,53,redactedgdupi,,,,True,,0,0.0
redgenesis,35,Red Genesis,$r3d,2025-01-01T00:00:00,2025-02-04T00:00:00,True,,35,1.0
redsiberianhusky,36,Red Siberian Husky,kovu,2024-12-31T00:00:00,2025-02-04T00:00:00,True,,36,1.0
reflectionsofdissonanceai,77,Reflections of Dissonance AI,aika,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
regent,11,REGENT,regent,2025-01-25T00:00:00,2025-02-04T00:00:00,True,,11,1.0
rekt4,71,Rekt,rekt,2024-11-26T00:00:00,2025-02-04T00:00:00,True,,71,1.0
resistancedog,86,resistancedog,,,,True,,0,0.0
retardio,44,RETARDIO,retardio,2024-12-23T00:00:00,2025-02-04T00:00:00,True,,44,1.0
rex3,78,Rex,rex,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
ribbit2,86,RIBBIT,rbt,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
richquack,86,Rich Quack,quack,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
rifampicin,56,Rifampicin,$rif,2024-12-11T00:00:00,2025-02-04T00:00:00,True,,56,1.0
riko,86,RIKO,riko,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
rizo,79,Rizo,rizo,2024-11-18T00:00:00,2025-02-04T00:00:00,True,,79,1.0
rizzmas,69,Rizzmas,rizzmas,2024-11-28T00:00:00,2025-02-04T00:00:00,True,,69,1.0
rnttoken,76,RNT,rnt,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
roastmaster9000,64,Roastmaster9000,rm9000,2024-12-03T00:00:00,2025-02-04T00:00:00,True,,64,1.0
rock3,86,ROCK,rock,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
rockytherock,86,Rocky,rocky,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
roflcopter,68,ROFLcopter,rofl,2024-11-28T00:00:00,2025-02-04T00:00:00,True,,68,1.0
rondaonsui,84,rondaonsui,,,,True,,0,0.0
ronnie,86,Ronnie,ronnie,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ropirito,75,Ropirito,ropirito,2024-11-22T00:00:00,2025-02-04T00:00:00,True,,75,1.0
rsnoofi,86,r/snoofi,r/snoofi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
runepups,17,Pups (Bitcoin),pups,2025-01-19T00:00:00,2025-02-04T00:00:00,True,,17,1.0
runesxbitcoin,46,runesxbitcoin,,,,True,,0,0.0
runneroneth,84,Runner on ETH,runner,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
ruritruthterminalscrush,76,Ruri - Truth Terminal's Crush,ruri,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
russell,86,russell,,,,True,,0,0.0
ryujin,86,RyuJin,ryu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
s,16,S,s,2025-01-20T00:00:00,2025-02-04T00:00:00,True,,16,1.0
saadboi,39,Saad Boi,saad,2024-12-28T00:00:00,2025-02-04T00:00:00,True,,39,1.0
sacabam,86,sacabam,,,,True,,0,0.0
sadant,61,SADANT,sadant,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
sadhamster,86,SAD HAMSTER,hammy,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
safukekgigafundz888,84,Safu & Kek Gigafundz 888,skg888,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
sageuniverse,86,Sage Universe,sage,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sagittarius,76,Sagittarius,sagit,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
salute,7,salute,,,,True,,0,0.0
salvatormundi,63,Salvator Mundi,mundi,2024-12-04T00:00:00,2025-02-04T00:00:00,True,,63,1.0
samoyedcoin,86,Samoyedcoin,samo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sanchan,3,San Chan,san,2025-02-02T00:00:00,2025-02-04T00:00:00,True,,3,1.0
santa2,66,SANTA,santa,2024-12-01T00:00:00,2025-02-04T00:00:00,True,,66,1.0
santahat,66,SANTA HAT,santahat,2024-12-01T00:00:00,2025-02-04T00:00:00,True,,66,1.0
satoshai,25,satoshai,,,,True,,0,0.0
satoshiaiagentbyvirtuals,62,satoshiaiagentbyvirtuals,,,,True,,0,0.0
sbrsol,78,Strategic Bitcoin Reserve,sbr,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
schizoterminal,47,Schizo Terminal,schizo,2024-12-20T00:00:00,2025-02-04T00:00:00,True,,47,1.0
scihub,76,sci-hub,scihub,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
scorpio,80,Scorpio,scorpio,2024-11-16T00:00:00,2025-02-04T00:00:00,True,,80,1.0
scratch3,45,Scratch,$scratch,2024-12-22T00:00:00,2025-02-04T00:00:00,True,,45,1.0
screaminghyrax,68,Screaming Hyrax,$mama,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
sealdog,76,sealdog,,,,True,,0,0.0
sealsreadytocrackpengusice,44,Seals-Ready to Crack Pengu's Ice,seals,2024-12-23T00:00:00,2025-02-04T00:00:00,True,,44,1.0
seamania,14,SEAMANIA,seamania,2025-01-22T00:00:00,2025-02-04T00:00:00,True,,14,1.0
seiyan,86,seiyan,,,,True,,0,0.0
selfiedogcoin,85,SelfieDogCoin,selfie,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
send2,79,Send,send,2024-11-18T00:00:00,2025-02-04T00:00:00,True,,79,1.0
sendor,73,Sendor,sendor,2024-11-24T00:00:00,2025-02-04T00:00:00,True,,73,1.0
sensus,65,SENSUS,sensus,2024-12-02T00:00:00,2025-02-04T00:00:00,True,,65,1.0
sentai2,22,SENTAI,sentai,2025-01-14T00:00:00,2025-02-04T00:00:00,True,,22,1.0
sentientai,32,Sentient AI,setai,2025-01-04T00:00:00,2025-02-04T00:00:00,True,,32,1.0
sentioprotocol,29,Sentio Protocol,sen,2025-01-07T00:00:00,2025-02-04T00:00:00,True,,29,1.0
sharbi,86,Sharbi,$sharbi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sharkcat,86,Shark Cat,sc,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sharki,86,Sharki,sharki,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sherises,39,She Rises,aka,2024-12-28T00:00:00,2025-02-04T00:00:00,True,,39,1.0
shibaclassic2,78,Shiba Classic,shibc,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
shibadoge,86,ShibaDoge,shibdoge,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shibainutreat,20,Shiba Inu Treat,treat,2025-01-16T00:00:00,2025-02-04T00:00:00,True,,20,1.0
shibapredator,86,Shiba Predator,qom,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shibashootout,71,Shibashootout,$shibashoot,2024-11-26T00:00:00,2025-02-04T00:00:00,True,,71,1.0
shibawing,86,Shiba Wing,wing,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shibwifhatcoin,86,Shibwifhatcoin,shib,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shifu,42,Shifu,shifu,2024-12-25T00:00:00,2025-02-04T00:00:00,True,,42,1.0
shinainu,86,Shina Inu,shi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shironeko2,17,Shiro Neko,shiro,2025-01-19T00:00:00,2025-02-04T00:00:00,True,,17,1.0
shishacoin,53,shishacoin,,,,True,,0,0.0
shitcats,59,shitcats,,,,True,,0,0.0
shitcoin3,46,SHITCOIN,shitcoin,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
shoggoth,86,Shoggoth,shoggoth,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shork,83,shork,,,,True,,0,0.0
shrub,70,Shrub,shrub,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
shrub2,86,Shrub,$shrub,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
shytoshikusama,2,Shytoshi Kusama,shy,2025-02-03T00:00:00,2025-02-04T00:00:00,True,,2,1.0
sigma,72,Sigma,sigma,2024-11-25T00:00:00,2025-02-04T00:00:00,True,,72,1.0
sigma3,1,sigma3,,,,True,,0,0.0
sillydragon,86,Silly Dragon,silly,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sillynubcat,86,Sillynubcat,nub,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
simmitoken,61,Simmi Token,simmi,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,0.8852459016393442
simsai,41,SimsAI,simsai,2024-12-26T00:00:00,2025-02-04T00:00:00,True,,41,1.0
singularry,57,Singularry,singularry,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
size,62,SIZE,size,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
skainet,62,SKAINET,skai,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
skibiditoilet2,80,Skibidi Toilet,skbdi,2024-11-16T00:00:00,2025-02-04T00:00:00,True,,80,1.0
skimaskcat,62,skimaskcat,,,,True,,0,0.0
skimaskdog,74,skimaskdog,,,,True,,0,0.0
skimaskpepe,51,skimaskpepe,,,,True,,0,0.0
skullofpepetoken,0,skullofpepetoken,,,,True,,0,0.0
slop,86,Slop,slop,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
slopfather,50,Slopfather,fatha,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
slothana,86,Slothana,sloth,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
smilingdolphin,85,Smiling Dolphin,miharu,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
smokingchickenfish,79,Smoking Chicken Fish,scf,2024-11-18T00:00:00,2025-02-04T00:00:00,True,,79,1.0
snailbrook,86,snailbrook,,,,True,,0,0.0
snakewifhat,76,Snake wif Hat,sssss,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
snapkero,86,SNAP,$nap,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sofacat,82,SofaCat,sofac,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
solama,86,Solama,solama,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
solarisai,82,Solaris AI,solaris,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
solcat,70,SOLCAT,solcat,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
solchat,86,Solchat,chat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
solnic,86,Solnic,solnic,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sonicsnipebot,60,sonicsnipebot,,,,True,,0,0.0
spacebucks,0,spacebucks,,,,True,,0,0.0
speedy2,86,Speedy,speedy,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
spice2,67,spice2,,,,True,,0,0.0
spikeoneth,86,Spike,spike,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
spinningcat,76,Spinning Cat,oiiaoiia,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
splashdog,59,Splash Dog,buster,2024-12-08T00:00:00,2025-02-04T00:00:00,True,,59,1.0
spunkysdx,57,SpunkySDX,ssdx,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
spx690020,86,SPX6900 2.0,spx2.0,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sqrfund,50,sqrFUND,sqr,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
squidgrow2,86,SquidGrow,sqgrow,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sroomaidao,22,sroomaidao,,,,True,,0,0.0
stardoge,69,StarDOGE,stardoge,2024-11-28T00:00:00,2025-02-04T00:00:00,True,,69,1.0
starecat,83,StareCat,helia,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
staringrobot,85,staring robot,sonny,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
starknetbrother,82,starknetbrother,,,,True,,0,0.0
stars2,39,STARS,stars,2024-12-28T00:00:00,2025-02-04T00:00:00,True,,39,1.0
stashinu,86,Stash Inu,stash,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
stick,73,Stick,stick,2024-11-24T00:00:00,2025-02-04T00:00:00,True,,73,1.0
stinkcoin,28,Stink Coin,stinkcoin,2025-01-08T00:00:00,2025-02-04T00:00:00,True,,28,1.0
stonks4,43,Stonks,stnk,2024-12-24T00:00:00,2025-02-04T00:00:00,True,,43,1.0
strategicbitcoinreserve,86,STRATEGIC BITCOIN RESERVE,sbr,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
strategichubforinnovationinblockchain,84,Strategic Hub for Innovation in Blockchain,shib,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
styrosteve,45,Styro Steve,ss,2024-12-22T00:00:00,2025-02-04T00:00:00,True,,45,1.0
successkid,86,Success Kid,skid,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
sugarboy,69,sugarboy,,,,True,,0,0.0
sugarbush,41,sugarbush,,,,True,,0,0.0
suibainu,86,suibainu,,,,True,,0,0.0
suicuneonsui,86,suicuneonsui,,,,True,,0,0.0
suicytheseal,60,suicytheseal,,,,True,,0,0.0
suidesciagents,14,SUI Desci Agents,desci,2025-01-22T00:00:00,2025-02-04T00:00:00,True,,14,1.0
suijak,58,suijak,,,,True,,0,0.0
suiman,0,suiman,,,,True,,0,0.0
suinami,86,suinami,,,,True,,0,0.0
sumi,82,sumi,,,,True,,0,0.0
suncat,86,suncat,,,,True,,0,0.0
sundog,0,sundog,,,,True,,0,0.0
sunwukong,74,sunwukong,,,,True,,0,0.0
superanon,68,superanon,,,,True,,0,0.0
supercyclereal,86,supercycle(real),supercycle,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
supersuiyan,77,supersuiyan,,,,True,,0,0.0
supertrump,86,Super Trump,strump,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
suwi,86,suwi,suwi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
swaggy,85,SWAGGY,swaggy,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
swarm2,78,Swarm,swarm,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
swarmnodeai,44,SwarmNode.ai,snai,2024-12-23T00:00:00,2025-02-04T00:00:00,True,,44,1.0
sympsonai,19,sympsonai,,,,True,,0,0.0
synthesizerdog,78,synthesizerdog,,,,True,,0,0.0
tabman,86,TabMan,tab,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tadpole,77,tadpole,,,,True,,0,0.0
taoinu,86,TAO INU,taonu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tardi,49,tardi,,,,True,,0,0.0
tateterminal,86,Tate Terminal,tate,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
taurus2,76,Taurus,taurus,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
tay,19,TAY,tay,2025-01-17T00:00:00,2025-02-04T00:00:00,True,,19,1.0
teddybear,70,teddybear,,,,True,,0,0.0
tehepikduck,86,TEH EPIK DUCK,epik,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tema,68,Tema,tema,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
tensorium,70,Tensorium,tnsr,2024-12-01T00:00:00,2025-02-04T00:00:00,True,,66,0.9428571428571428
terminus2,86,Terminus,terminus,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
terminus3,86,Terminus,terminus,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
terryinthetrenches,70,Terry In The Trenches,terry,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
tetsuocoin,46,Tetsuo Coin,tetsuo,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
thalesai,53,Thales AI,thales,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
theanthropicorder,62,The Anthropic Order,tao,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
thebalkandwarf,86,The Balkan Dwarf,$kekec,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
theblinkingaicatcatfather,30,The Blinking AI Cat - Catfather,catf,2025-01-06T00:00:00,2025-02-04T00:00:00,True,,30,1.0
thecat,86,TheCat,thecat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
thedogenft,58,Own The Doge,dog,2024-12-09T00:00:00,2025-02-04T00:00:00,True,,58,1.0
thedogeson,7,thedogeson,,,,True,,0,0.0
thelastplay,86,The Last Play,retire,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
thelokiecabal,62,The Lokie Cabal,cabal,2024-12-05T00:00:00,2025-02-03T00:00:00,True,,62,1.0
thenuttingprofessor,48,The Nutting Professor,pronut,2024-12-19T00:00:00,2025-02-04T00:00:00,True,,48,1.0
thereallandwolf,86,LandWolf,wolf,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
theresistancecat,74,theresistancecat,,,,True,,0,0.0
therugcoon,86,The RugCoon,rugga,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
thesocietylibrary,75,The Society Library,sl,2024-11-22T00:00:00,2025-02-04T00:00:00,True,,75,1.0
thesoldog,86,the Soldog,laika,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
thetickeriseth,86,The Ticker Is ETH,eth,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
theydontloveyoulikeiloveyou,76,theydontloveyoulikeiloveyou,wait,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
thisismyiguana,81,thisismyiguana,,,,True,,0,0.0
tinyfren,44,tinyfren,,,,True,,0,0.0
tism,78,tism,,,,True,,0,0.0
tn100x,72,tn100x,,,,True,,0,0.0
toadkiller,86,Toad Killer,$toad,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
toadsol,86,Toad (SOL),$toad,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tobi,86,tobi,tobi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tobytoadgod,70,tobytoadgod,,,,True,,0,0.0
toco,48,TOCO,toco,2024-12-19T00:00:00,2025-02-04T00:00:00,True,,48,1.0
todd,85,todd,todd,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
toga,86,TOGA,toga,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tokenbot2,0,tokenbot2,,,,True,,0,0.0
tokenmetricsai,57,tokenmetricsai,,,,True,,0,0.0
toki2,45,Toki,toki,2024-12-22T00:00:00,2025-02-04T00:00:00,True,,45,1.0
tomocat,64,Tomo Cat,tomo,2024-12-03T00:00:00,2025-02-04T00:00:00,True,,64,1.0
toncat,86,toncat,,,,True,,0,0.0
tonfishmemecoin,86,tonfishmemecoin,,,,True,,0,0.0
tookerkurlson,86,tooker kurlson,tooker,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tophat,84,Top Hat,hat,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
topprotocol,85,TOP PROTOCOL,top,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
torithecat,86,Tori the Cat,tori,2024-11-11T00:00:00,2025-02-03T00:00:00,True,,86,1.0
torsy,86,TORSY,torsy,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
toshi,38,toshi,,,,True,,0,0.0
trackedbio,70,TrackedBio,trackedbio,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
trenchai,42,TrenchAI,trenchai,2024-12-25T00:00:00,2025-02-04T00:00:00,True,,42,1.0
trisigma,65,Tri Sigma,trisig,2024-12-02T00:00:00,2025-02-04T00:00:00,True,,65,1.0
trog,47,Trog,trog,2024-12-20T00:00:00,2025-02-04T00:00:00,True,,47,1.0
troll,86,Troll,troll,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
tronbull,73,tronbull,,,,True,,0,0.0
tronbullcoin,86,tronbullcoin,,,,True,,0,0.0
tronkey,0,tronkey,,,,True,,0,0.0
trumpderangementsyndrome,85,Trump Derangement Syndrome,tds,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
trumpiusmaximus,32,Trumpius Maximus,trumpius,2025-01-04T00:00:00,2025-02-04T00:00:00,True,,32,1.0
trumpshuffle,76,Trump Shuffle,shuffle,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
trustmebrosbyvirtuals,29,trustmebrosbyvirtuals,,,,True,,0,0.0
trusttheprocess,50,Trust The Process,trust,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
tsotchke,46,Tsotchke,tsotchke,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
tsuba,37,TSUBA,tsuba,2024-12-30T00:00:00,2025-02-04T00:00:00,True,,37,1.0
tuki,86,tuki,tuki,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
twiskers,85,twiskers,,,,True,,0,0.0
tyler,1,tyler,,,,True,,0,0.0
uglydog,54,Ugly Dog,uglydog,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
unfk,77,UNFK,$unfk,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
uni,86,uni,,,,True,,0,0.0
